"Código","Nombre oficial","Autor","Definición oficial"
"824010","Aceri granatensis-Quercion fagineae","(Rivas Goday, Rigual & Rivas-Martínez in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960) Rivas-Martínez 1987","Micro-mesobosques climácicos decíduos de quejigos y arces meso-supramediterráneos subhúmedos-húmedos euoceánicos y semicontinentales, que colonizan sustratos ricos y arcillosos (quejigares)"
"824011","Cephalanthero rubrae-Quercetum fagineae","Rivas-Martínez in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960 corr. Rivas-Martínez 1972","Quejigar basóilo castellano-duriense, celtibérico-alcarreño y manchego"
"824012","Corylo avellanae-Quercetum fagineae","Rivas Goday & Borja in Rivas Goday, Esteve, Galiano, Rigual & Rivas-Martínez 1960 corr. Rivas-Martínez 1972","Rebollares basófilos maestracenses"
"824013","Daphno latifoliae-Aceretum granatensis","Rivas-Martínez 1965","Acerales basófilos béticos con quejigos (quejigares)"
"824014","Geo urbani-Coryletum avellanae","F. Valle, Mota & Gómez-Mercado 1986 corr. Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Avellanares basófilos higrófilos subbéticos"
"824015","Primulo balearicae-Aceretum granatensis","Rivas-Martínez, Costa & Loidi 1992","Bosque caducifolio mallorquín de Acer granatensis (quejigares)"
"824016","Spiraeo obovatae-Quercetum fagineae","O. Bolòs & P. Montserrat 1984","Quejigar basófilo castellano-cantábrico y oroibérico-soriano"
"824017","Violo willkommii-Quercetum fagineae","Br.-Bl. & O. Bolòs 1950 corr. Rivas-Martínez 1972","Quejigares basófilos somontano aragoneses, valenciano-tarraconenses y maestracenses"
"824020","Quercion roboris","Malcuit 1929",""Meso-macrobosques acidófilos de robles o robles con hayas meso-supratempladoshúmedos-hiperhúmedos septentrionales atlántico centrales europeos""
"824021","Querco canariensis-Caricetum depressae","O. Bolòs 1954","Robledales acidófilos vallesano-empordaneses"
"824030","Quercion broteroi","Br.-Bl., P. Silva & Rozeira 1956 em. Rivas-Martínez 1975 corr. Ladero 1974","Comunidades de quejigo portugués mediterráneas occidentales (quejigares de Quercus broteroi)"
"824031","Pistacio terebinthi-Quercetum broteroi","Rivas Goday in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960","Quejigar acidófilo luso-extremadurense de quejigo portugués (quejigares de Quercus broteroi)"
"824040","Querco rotundifoliae-Oleion sylvestris","Barbéro, Quézel & Rivas-Martínez in Rivas-Martínez, Costa & Izco 1986","Meso y microbosques mediterráneos occidentales"
"824041","Rusco hypophylli-Quercetum canariensis","Rivas-Martínez 1975","Quejigares acidófilos aljíbico-tingitanos de quejigo moruno."
"826010","Quercion roboris","Malcuit 1929","Meso-macrobosques acidófilos de robles o robles con hayas meso-supratemplados húmedos-hiperhúmedos septentrionales atlántico centrales europeos (bosques antiguos de castaños)"
"826011","Lathyro montani-Quercetum petraeae","(Lapraz 1966) Rivas-Martínez 1983","Robledales albares acidófilos pirenaicos"
"826020","Quercion pyrenaicae","Rivas Goday ex Rivas-Martínez 1965","Micro-macrobosques puros o mixtos de carballo (Quercus robur) y melojo (Quercus pyrenaica), termo-supratemplados y submediterráneos, meso-supramediterráneos, hiperoceánicos a semicontinentales, sobre sustratos pobres (bosques antiguos de castaños)"
"826030","Quercion pyrenaicae","Rivas Goday ex Rivas-Martínez 1965","Micro-macrobosques puros o mixtos de carballo (Quercus robur) y melojo (Quercus pyrenaica), termo-supratemplados y submediterráneos, meso-supramediterráneos, hiperoceánicos a semicontinentales, sobre sustratos pobres (bosques antiguos de castaños)"
"832010","Querco rotundifoliae-Oleion sylvestris","Barbéro, Quézel & Rivas-Martínez in Rivas-Martínez, Costa & Izco 1986","Meso y microbosques mediterráneos occidentales (bosques de Olea y Ceratonia)"
"832011","Vinco difformis-Ceratonietum siliquae","(Martín, Díez-Garretas & Asensi 1992) Rivas-Martínez in Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Algarrobales con jazmines de burro (bosques de Olea y Ceratonia)"
"832012","Aro italici-Oleetum sylvestris","Rivas-Martínez & Cantó in Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Acebuchales acidófilos béticos (bosques de Olea y Ceratonia)"
"832020","Oleo-Ceratonion siliquae","Br.-Bl. ex Guinochet & Drouineau 1944 em. Rivas-Martínez 1975","Matorrales de margen de bosque y maquias seriales basófilos baleárico-provenzales y empordaneses (bosques de Olea y Ceratonia)"
"832021","Cneoro tricocci-Ceratonietum siliquae","O. Bolòs in O. Bolòs & Molinier 1958","Algarrobales basófilos mallorquines con olivillas"
"832022","Prasio majoris-Oleetum sylvestris","O. Bolòs & Molinier 1969","Acebuchales basófilos menorquines"
"832030","Mayteno-Juniperion canariensis","Santos & F. Galván ex Santos 1983 corr. Rivas-Martínez, Wildpret, Del Arco, O. Rodríguez, Pérez de Paz, García Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Comunidades de acebuchal (bosques de Olea)"
"832031","Junipero canariensis-Oleetum cerasiformis","Rodríguez, Wildpret, Del Arco & Pérez de Paz 1990 corr.Rivas-Martínez, Wildpret, Del Arco, O.Rodríguez, Pérez de Paz, García Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Acebuchal tinerfeño"
"832032","Pistacio lentisci-Oleetum cerasiformis","Del Arco, Salas, Acebes, M.C. Marrero, Reyes-Betancort & Pérez de Paz inéd.","Acebuchal grancanario"
"833010","Quercion broteroi","Br.-Bl., P. Silva & Rozeira 1956 em. Rivas-Martínez 1975 corr. Ladero 1974","Comunidades de quejigo portugués mediterráneas occidentales (alcornocales)"
"833011","Junipero lagunae-Quercetum suberis","Rivas-Martínez, Aguiar, Cantó & Ladero in Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002 ","Alcornocales acidófilos lusitano-durienses con enebros de Laguna(alcornocales)"
"833012","Physospermo cornubiensis-Quercetum suberis","Rivas-Martínez 1987 (alcornocales)","Alcornocales acidófilos berciano-sanabrenses, galaico-portugueses y lusitano-durienses"
"833013","Poterio agrimonioidis-Quercetum suberis","Rivas Goday in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960","Alcornocales acidófilos ibérico-suroccidentales (alcornocales)"
"833020","Quercion ilicis","Br.-Bl. ex Molinier 1934 em. Rivas-Martínez 1975","Meso y microbosques de encinas mediterráneos ibéricos occidentales y catalana-provenzal-baleáricos (alcornocales)"
"833021","Carici depressae-Quercetum suberis","Rivas-Martínez 1987","Alcornocales acidófilos vallesano-empordaneses"
"833030","Quercion ilicis","Br.-Bl. ex Molinier 1934 em. Rivas-Martínez 1975","Meso y microbosques de encinas mediterráneos ibéricos occidentales y catalana-provenzal-baleáricos (alcornocales)"
"833031","Asplenio onopteridis-Quercetum suberis","Costa, Peris & Figuerola in Costa, Peris, Figuerola & Stübing 1985","Alcornocales basófilos valencianos"
"833040","Querco rotundifoliae-Oleion sylvestris","Barbéro, Quézel & Rivas-Martínez in Rivas-Martínez, Costa & Izco 1986","Meso y microbosques mediterráneos occidentales  (alcornocales)"
"833041","Asparago aphylli-Quercetum suberis","J.C.Costa, Capelo, Lousã & Espírito-Santo 1996","Alcornocales acidófilos béticos, gaditano-onubo-algarvienses, luso-extremadurenses y tingitanos"
"833042","Oleo sylvestris-Quercetum suberis","Rivas Goday, Galiano & Rivas-Martínez ex Rivas-Martínez 1987","Alcornocales acidófilos gaditano-onubenses, tagano sadenses y divisorio-portugueses (alcornocales)"
"833043","Teucrio baetici-Quercetum suberis","Rivas-Martínez ex Díez-Garretas, Cuenca & Asensi 1988","Alcornocales acidófilos aljíbicos y béticos"
"834010","Quercion broteroi","Br.-Bl., P. Silva & Rozeira 1956 em. Rivas-Martínez 1975 corr. Ladero 1974","Comunidades de quejigo portugués mediterráneas occidentales"
"834011","Adenocarpo decorticantis-Quercetum rotundifoliae","Rivas-Martínez 1987","Encinares acidófilos nevadenses, alpujarreño-gadorenses y malacitano almijarenses"
"834012","Berberido hispanicae-Quercetum rotundifoliae","Rivas-Martínez 1987","Encinares basófilos béticos con arces y quejigos"
"834013","Genisto hystricis-Quercetum rotundifoliae","P. Silva 1970","Carrascales acidófilos carpetano-leoneses"
"834014","Junipero oxycedri-Quercetum rotundifoliae","Rivas-Martínez 1965","Encinares acidófilos mediterráneos con enebros"
"834015","Paeonio coriaceae-Quercetum rotundifoliae","Rivas-Martínez 1965","Encinares basófilos béticos con peonías"
"834016","Pyro bourgaeanae-Quercetum rotundifoliae","Rivas-Martínez 1987","Encinar acidófilo luso-extremadurense con peral silvestre"
"834020","Quercion ilicis","Br.-Bl. ex Molinier 1934 em. Rivas-Martínez 1975","Meso y microbosques de encinas mediterráneos ibéricos occidentales y catalana-provenzal-baleáricos (alsinares)"
"834021","Asplenio onopteridis-Quercetum ilicis","(Br.-Bl. 1936) Rivas-Martínez 1975","Encinar acidófilo catalano-provenzal-balear con helechos"
"834022","Cyclamini balearicae-Quercetum ilicis","(O. Bolòs & Molinier 1958) O. Bolòs 1965","Alsinares acidófilos baleáricos"
"834023","Lauro nobilis-Quercetum ilicis","(Br.-Bl. 1967) Rivas-Martínez 1975","Alsinares basófilos cántabro-atlánticos"
"834024","Viburno tini-Quercetum ilicis","(Br.-Bl. ex Molinier 1934) Rivas-Martínez 1975","Alsinares basófilos catalano-provenzales con durillos"
"834030","Quercion ilicis","Br.-Bl. ex Molinier 1934 em. Rivas-Martínez 1975","Meso y microbosques de encinas mediterráneos ibéricos occidentales y catalana-provenzal-baleáricos (encinares)"
"834031","Buxo sempervirentis-Quercetum rotundifoliae","Gruber 1974","Carrascales basófilos somontano-aragoneses y jacetano-guarenses con boj"
"834032","Genisto falcatae-Quercetum rotundifoliae","(Bellot 1951) Br.-Bl. 1967 corr. Izco & Fernández-González 1993","Encinares basófilos bercianos y caurelianos"
"834033","Junipero thuriferae-Quercetum rotundifoliae","Rivas-Martínez 1987","Encinares basófilos castellano-maestrazgo-manchegos, celtibérico-alcarreños y castellano-durienses con sabinas"
"834034","Quercetum rotundifoliae","Br.-Bl. & O. Bolòs in Vives 1956","Encinares basófilos bajoaragoneses y riojanos"
"834035","Spiraeo obovatae-Quercetum rotundifoliae","Rivas Goday ex Loidi & F. Prieto 1986","Carrascales basófilos castellano-cantábricos, cántabro-euskaldunes y oroibérico-sorianos con encinas híbridas"
"834040","Querco rotundifoliae-Oleion sylvestris","Barbéro, Quézel & Rivas-Martínez in Rivas-Martínez, Costa & Izco 1986","Meso y microbosques mediterráneos occidentales"
"834041","Clematido cirrhosae-Quercetum rotundifoliae","(O. Bolòs & Molinier 1958) Rivas-Martínez & Costa 1987 ","Carrascales basófilos balearicos con clemátides (encinares)"
"834042","Myrto communis-Quercetum rotundifolia","Rivas Goday in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960","Encinares acidófilos mariánico-monchiquenses, béticos y rifeños (encinares)"
"834043","Rubio longifoliae-Quercetum rotundifoliae","Costa, Peris & Figuerola 1983","Carrascales basófilos valenciano-tarraconenses y setabenses (encinares)"
"834044","Rhamno oleoidis-Quercetum rotundifoliae","Rivas-Martínez in Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Encinares basófilos béticos andaluces-litorales y portugueses (encinares)"
"836310","Visneo mocanerae-Apollonion barbujanae","Rivas-Martínez in Capelo, J.C. Cos­ta, Lousã, Fontinha, Jardim, Sequeira & Rivas-Martínez 2000","Monteverde"
"836311","Diplazio caudati-Ocoteetum foetentis","Rivas-Martínez, Wildpret, Del Arco, O. Rodríguez, Pérez de Paz, García Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Monteverde higrófilo"
"836312","Lauro novocanariensis-Perseetum indicae","Oberdorfer ex Rivas-Martínez, Arnaiz, Barreno & Cerspo 1977 corr. Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Monteverde húmedo"
"836313","Visneo mocanerae-Arbutetum canariensis","Rivas-Martínez, Wildpret, Del Arco, O. Rodríguez, Pérez de Paz, García Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Monteverde seco"
"837010","Mayteno-Juniperion canariensis","Santos & F. Galván ex Santos 1983 corr. Ri­vas-Martínez, Wildpret, Del Arco, O. Rodríguez, Pérez de Paz, García Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Comunidades de palmeral"
"837011","Periploco laevigatae-Phoenicetum canariensis","Rivas-Martínez, Wildpret, Del Arco, O. Rodríguez, Pérez de Paz, García Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Palmeral canario"
"838010","Ilici-Fagion","Br.-Bl. 1967","Micro-macrobosques meso-orotemplados inferiores acidófilos de roble albar (Quercus petraea), roble orocantábrico (Quercus orocantabrica) y haya (Fagus sylvatica) euoceánicos y ocasionalmente submediterráneos (acebedas)"
"838011","Blechno spicanti-Fagetum sylvaticae","(Tüxen & Oberdorfer 1958) Rivas-Martínez 1963","Hayedos acidófilos mesofíticos orocantábricos (acebedas)"
"838012","Galio rotundifolii-Fagetum sylvaticae","Rivas-Martínez 1963","Hayedos acidófilos mesofíticos guadarrámicos e ibérico-sorianos (acebedas)"
"838013","Melico-Betuletum celtibericae","Rivas-Martínez & Mayo ex G. Moreno & G. López 1978","Bosques mixtos acidófilos orocantábricos de arces, fresnos y robles (incluye también bosques de acebos)"
"838020","Quercion pyrenaicae","Rivas Goday ex Rivas-Martínez 1965","Micro-macrobosques puros o mixtos de carballo (Quercus robur) y melojo (Quercus pyrenaica), termo-supratemplados y submediterráneos, meso-supramediterráneos, hiperoceánicos a semicontinentales, sobre sustratos pobres (bosques de acebos)"
"843010","Rhododendro-Vaccinion","Br.-Bl. ex G. & J. Br.-Bl. 1931","Comunidades criorotempladas pirenaicas silícicolas de Rhododendron ferrugineum y Vaccinium uliginosum subsp. microphyllum (pinares de Pinus uncinata)"
"843011","Rhododendro ferruginei-Pinetum uncinatae","Rivas-Martínez 1968","Pinares orotemplados pirenaicos de pino negro y rododendros (pinares de Pinus uncinata)"
"843020","Seslerio caeruleae-Pinion uncinatae","Vigo 1974","Bosques de coníferas pirenaicos orotemplados de Epipactis atrorubens (pinares de Pinus uncinata)"
"843021","Arctostaphylo uvae-ursi-Pinetum uncinatae","Rivas-Martínez 1968","Pinares orotemplados pirenaicos de pino negro y gayuba (pinares de Pinus uncinata)"
"843022","Pulsatillo fontquerii-Pinetum uncinatae","Vigo 1974 corr. Carreras, Carrillo, X. Font, Ninot, I. Soriano & Vigo 1995","Pinares de pino negro pirenaicos orotemplados con pulsatillas de Font-Quer (pinares de Pinus uncinata)"
"843040","Pino ibericae-Juniperion sabinae","Rivas Goday ex Rivas Goday & Borja 1961 corr. Rivas-Martínez & J.A. Molina in Rivas-Martínez, Fernández-González & Loidi 1999","Mesobosques de coníferas castellanos y aragoneses  (pinares de Pinus uncinata)"
"843041","Junipero sabinae-Pinetum ibericae","Rivas Goday & Borja 1961 corr. Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Pinares de Pinus sylvestris y Juniperus sabina (pinares de Pinus uncinata)"
"852010","Paeonio broteroi-Abietion pinsapo"," (Rivas-Martínez 1987) all. nova (addenda)","Meso-macrobosques climácicos de pinsapo y abeto (Abies pinsapo)"
"852011","Bunio macucae-Abietetum pinsapo","(Asensi & Rivas-Martínez 1976) Rivas-Martínez 1987","Pinsapar basófilo rondeño"
"852012","Paeonio broteroi-Abietetum pinsapo","Asensi & Rivas-Martínez 1976","Pinsapar basófilo rondeño con sabinas"
"853310","Aceri granatensis-Quercion fagineae","(Rivas Goday, Rigual & Rivas-Martínez in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960) Rivas-Martínez 1987","Micro-mesobosques climácicos decíduos de quejigos y arces meso-supramediterráneos subhúmedos-húmedos euoceánicos y semicontinentales, que colonizan sustratos ricos y arcillosos (pinares de pino negro)"
"853311","Cephalanthero rubrae-Quercetum fagineae","Rivas-Martínez in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960 corr. Rivas-Martínez 1972 ","Quejigar basófilo castellano-duriense, celtibérico-alcarreño y manchego (pinares de Pinus salzmanii, P. clusiana)"
"853312","Lonicero xylostei-Pinetum salzmannii","Gamisans & Gruber 1988","Pinares de pino negro pirenaicos"
"853313","Violo willkommii-Quercetum fagineae","Br.-Bl. & O. Bolòs 1950 corr. Rivas-Martínez 1972","Quejigares basófilos somontano aragoneses, valenciano-tarraconenses y maestracenses (pinares de Pinus salzmanii, P. clusiana)"
"853320","Quercion pubescenti-sessiliflorae","Br.-Bl. 1932","Mesobosques de roble pubescente meso-supratemplados y submediterráneos subhúmedos-húmedos, semicontinentales xéricos (pinares de Pinus salzmanii, P. clusiana)"
"853340","Pino ibericae-Juniperion sabinae","Rivas Goday ex Rivas Goday & Borja 1961 corr. Rivas-Martínez & J.A. Molina in Rivas-Martínez, Fernández-González & Loidi 1999","Mesobosques de coníferas castellanos y aragoneses (pinares de Pinus salzmannii y P. clusiana)"
"853341","Daphno hispanicae-Pinetum nevadensis","Rivas-Martínez 1965 corr. in Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Comunidades béticas oromediterráneas de Juniperus sabina y Daphne hispanica  (pinares de Pinus salzmannii y P. clusiana)"
"853342","Junipero phoeniceae-Pinetum clusianae","F. Valle, Mota & Gómez-Mercado 1989 corr. Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Pinares abiertos supra-mesomediterráneos béticos"
"853350","Juniperion thuriferae","Rivas-Martínez 1969","Sabinares albares mediterráneos y eurosiberianos relictos(pinares de Pinus salzmannii y P. clusiana)"
